"mu_chain","step_rad"
"mu_chain.Reference",2.17164994864009
"mu_chain.Reference",2.15340526704565
"mu_chain.Reference",2.173546314124
"mu_chain.Reference",2.15516767640263
"mu_chain.Reference",2.15020267692117
"mu_chain.Reference",2.18426741345315
"mu_chain.Reference",2.17511702863927
"mu_chain.Reference",2.1483661496441
"mu_chain.Reference",2.16836360593092
"mu_chain.Reference",2.15720174229452
"mu_chain.Reference",2.1717365911819
"mu_chain.Reference",2.1634429473478
"mu_chain.Reference",2.1817235549384
"mu_chain.Reference",2.17301757303983
"mu_chain.Reference",2.18304414555184
"mu_chain.Reference",2.17835259836249
"mu_chain.Reference",2.18094995639379
"mu_chain.Reference",2.18855300778917
"mu_chain.Reference",2.17873452152903
"mu_chain.Reference",2.19506460249103
"mu_chain.Reference",2.19025310227688
"mu_chain.Reference",2.21370704731181
"mu_chain.Reference",2.2180559387471
"mu_chain.Reference",2.19835756719753
"mu_chain.Reference",2.19990083391667
"mu_chain.Reference",2.20306284542385
"mu_chain.Reference",2.19810343631891
"mu_chain.Reference",2.18972544980503
"mu_chain.Reference",2.20426600095481
"mu_chain.Reference",2.2042671978131
"mu_chain.Reference",2.20211558984225
"mu_chain.Reference",2.17387352310493
"mu_chain.Reference",2.18585269232545
"mu_chain.Reference",2.17511427192491
"mu_chain.Reference",2.19137556706642
"mu_chain.Reference",2.19385404984926
"mu_chain.Reference",2.1980895911529
"mu_chain.Reference",2.17002030711463
"mu_chain.Reference",2.16316234634526
"mu_chain.Reference",2.16463726694381
"mu_chain.Reference",2.18088636666044
"mu_chain.Reference",2.1629330379865
"mu_chain.Reference",2.18415137259242
"mu_chain.Reference",2.19511673450562
"mu_chain.Reference",2.17355513504823
"mu_chain.Reference",2.18136793989395
"mu_chain.Reference",2.16822270887241
"mu_chain.Reference",2.15762045128179
"mu_chain.Reference",2.16347300270889
"mu_chain.Reference",2.19046931740951
"mu_chain.Reference",2.18274748849668
"mu_chain.Reference",2.19102405615292
"mu_chain.Reference",2.17257337567465
"mu_chain.Reference",2.19355925961228
"mu_chain.Reference",2.17051940408616
"mu_chain.Reference",2.16140858833787
"mu_chain.Reference",2.14745625709807
"mu_chain.Reference",2.14824828183834
"mu_chain.Reference",2.15048635029906
"mu_chain.Reference",2.14292759672501
"mu_chain.Reference",2.16078121046291
"mu_chain.Reference",2.17480144547489
"mu_chain.Reference",2.16879637894932
"mu_chain.Reference",2.17134070157125
"mu_chain.Reference",2.13284803954657
"mu_chain.Reference",2.17355697728228
"mu_chain.Reference",2.15886049720702
"mu_chain.Reference",2.16806276969127
"mu_chain.Reference",2.15874425112262
"mu_chain.Reference",2.16572502017213
"mu_chain.Reference",2.15269670292643
"mu_chain.Reference",2.18209513446143
"mu_chain.Reference",2.1766431788008
"mu_chain.Reference",2.17501724544028
"mu_chain.Reference",2.17318865675751
"mu_chain.Reference",2.16277857645762
"mu_chain.Reference",2.16270353579975
"mu_chain.Reference",2.17219781361191
"mu_chain.Reference",2.1896754135238
"mu_chain.Reference",2.15649390119347
"mu_chain.Reference",2.16514026479293
"mu_chain.Reference",2.1682249690979
"mu_chain.Reference",2.15682919129603
"mu_chain.Reference",2.1449339228693
"mu_chain.Reference",2.14959926975311
"mu_chain.Reference",2.16984813529117
"mu_chain.Reference",2.16259287809415
"mu_chain.Reference",2.13429445630845
